training set 809
validation set 203
-------------------------------------
{'lr': 0.0009605105020413945, 'batch_size': 8, 'weight_decay': 1.1923305553979827e-06, 'gamma': 0.00433118420135304}
train_acc: 0.6514215080346106, val_acc: 0.5566502463054187, train_loss: 0.8410413058932839, val_loss: 1.6145750348791112 (25 / 100)
train_acc: 0.646477132262052, val_acc: 0.5763546798029556, train_loss: 0.8488426989471662, val_loss: 1.049113079832105 (26 / 100)
train_acc: 0.7144622991347342, val_acc: 0.5172413793103449, train_loss: 0.7043639061919543, val_loss: 1.7804728423433351 (27 / 100)
train_acc: 0.5982694684796045, val_acc: 0.49261083743842365, train_loss: 1.0216522237426418, val_loss: 1.1839633440149242 (28 / 100)
train_acc: 0.7033374536464772, val_acc: 0.5270935960591133, train_loss: 0.7673216042913524, val_loss: 1.2825170309085565 (29 / 100)
train_acc: 0.7058096415327565, val_acc: 0.541871921182266, train_loss: 0.725444245986797, val_loss: 1.372762894395537 (30 / 100)
train_acc: 0.7021013597033374, val_acc: 0.6059113300492611, train_loss: 0.7484681569454255, val_loss: 1.1181254762734099 (31 / 100)
train_acc: 0.7985166872682324, val_acc: 0.6403940886699507, train_loss: 0.5228162775522993, val_loss: 1.321651192721475 (32 / 100)
train_acc: 0.8096415327564895, val_acc: 0.5615763546798029, train_loss: 0.5043821163908365, val_loss: 1.2763285818945598 (33 / 100)
overfit -> train_accuracy 0.8108776266996292, val_accuracy 0.5566502463054187
lr 0.002239481967607394, batch 8, decay 1.1249186713728107e-05, gamma 0.0029540916327290205, val accuracy 0.6403940886699507, val loss 1.321651192721475 [22 / 50]
-------------------------------------
{'lr': 0.0018607318301047905, 'batch_size': 8, 'weight_decay': 1.7502967106330016e-06, 'gamma': 0.09377630828243301}
train_acc: 0.18665018541409148, val_acc: 0.18226600985221675, train_loss: 1.7739100957240987, val_loss: 1.756662139164403 (1 / 100)
train_acc: 0.24351050679851668, val_acc: 0.30049261083743845, train_loss: 1.7464199328452017, val_loss: 1.716278550072844 (2 / 100)
train_acc: 0.28182941903584674, val_acc: 0.3054187192118227, train_loss: 1.6978072359771164, val_loss: 1.6433784063226484 (3 / 100)
train_acc: 0.3127317676143387, val_acc: 0.21674876847290642, train_loss: 1.655786829914239, val_loss: 1.6803130868620473 (4 / 100)
train_acc: 0.2669962917181706, val_acc: 0.32019704433497537, train_loss: 1.7181523108511831, val_loss: 1.5334466595955083 (5 / 100)
train_acc: 0.31396786155747836, val_acc: 0.26108374384236455, train_loss: 1.5633007091998465, val_loss: 1.9543431274996603 (6 / 100)
train_acc: 0.3374536464771323, val_acc: 0.3497536945812808, train_loss: 1.5838222096965398, val_loss: 1.4484135993008542 (7 / 100)
train_acc: 0.3263288009888752, val_acc: 0.3891625615763547, train_loss: 1.4931473083637554, val_loss: 1.3976517774788617 (8 / 100)
train_acc: 0.3757725587144623, val_acc: 0.3694581280788177, train_loss: 1.4876994632819969, val_loss: 1.4202337223907997 (9 / 100)
train_acc: 0.38442521631644005, val_acc: 0.35960591133004927, train_loss: 1.4189163763237236, val_loss: 1.4480963264192854 (10 / 100)
train_acc: 0.4004944375772559, val_acc: 0.3694581280788177, train_loss: 1.400422814749964, val_loss: 1.3408178960161257 (11 / 100)
train_acc: 0.3930778739184178, val_acc: 0.3842364532019704, train_loss: 1.3528827468603297, val_loss: 1.3165760515945886 (12 / 100)
train_acc: 0.39555006180469715, val_acc: 0.39901477832512317, train_loss: 1.3586015518575134, val_loss: 1.3736270630888163 (13 / 100)
train_acc: 0.41285537700865266, val_acc: 0.41379310344827586, train_loss: 1.3593217359927146, val_loss: 1.4527677931809073 (14 / 100)
train_acc: 0.43139678615574784, val_acc: 0.43349753694581283, train_loss: 1.3094863717723983, val_loss: 1.2506533937501203 (15 / 100)
train_acc: 0.42398022249690975, val_acc: 0.46798029556650245, train_loss: 1.3168899671108967, val_loss: 1.2428405320115865 (16 / 100)
train_acc: 0.4647713226205192, val_acc: 0.4088669950738916, train_loss: 1.2585260095938176, val_loss: 1.3515518293004904 (17 / 100)
train_acc: 0.4635352286773795, val_acc: 0.458128078817734, train_loss: 1.2611568183333086, val_loss: 1.2180400182460915 (18 / 100)
train_acc: 0.4721878862793572, val_acc: 0.42857142857142855, train_loss: 1.197046550154244, val_loss: 1.288102051307415 (19 / 100)
train_acc: 0.4857849196538937, val_acc: 0.41379310344827586, train_loss: 1.195851921298448, val_loss: 1.2232464369881917 (20 / 100)
train_acc: 0.5327564894932015, val_acc: 0.43349753694581283, train_loss: 1.1695622117321924, val_loss: 1.3021020879005563 (21 / 100)
train_acc: 0.5018541409147095, val_acc: 0.458128078817734, train_loss: 1.1512449169335761, val_loss: 1.2404845113237504 (22 / 100)
train_acc: 0.5426452410383189, val_acc: 0.458128078817734, train_loss: 1.1156000059526252, val_loss: 1.2799846597492988 (23 / 100)
train_acc: 0.5562422744128553, val_acc: 0.5320197044334976, train_loss: 1.0734286829921311, val_loss: 1.2403099043615933 (24 / 100)
train_acc: 0.5686032138442522, val_acc: 0.49261083743842365, train_loss: 1.0335695475376727, val_loss: 1.2833107962396932 (25 / 100)
train_acc: 0.5970333745364648, val_acc: 0.5517241379310345, train_loss: 1.0033893922645465, val_loss: 1.1816455234447722 (26 / 100)
train_acc: 0.6007416563658838, val_acc: 0.5369458128078818, train_loss: 0.9550479902472573, val_loss: 1.124219010616171 (27 / 100)
train_acc: 0.6143386897404203, val_acc: 0.4482758620689655, train_loss: 0.9251359051326002, val_loss: 1.2852022595006256 (28 / 100)
train_acc: 0.6341161928306551, val_acc: 0.5123152709359606, train_loss: 0.8826388060236154, val_loss: 1.3973736249167343 (29 / 100)
train_acc: 0.6996291718170581, val_acc: 0.5714285714285714, train_loss: 0.8225461054496623, val_loss: 1.1229681742602382 (30 / 100)
train_acc: 0.6687268232385661, val_acc: 0.5024630541871922, train_loss: 0.8176103422167275, val_loss: 1.1615438155940014 (31 / 100)
train_acc: 0.6946847960444994, val_acc: 0.6009852216748769, train_loss: 0.7607254895055839, val_loss: 1.1919369662336528 (32 / 100)
train_acc: 0.7045735475896168, val_acc: 0.5714285714285714, train_loss: 0.7690972978311357, val_loss: 1.263024657524278 (33 / 100)
train_acc: 0.788627935723115, val_acc: 0.5763546798029556, train_loss: 0.5922565423366608, val_loss: 1.269463808078484 (34 / 100)
train_acc: 0.7466007416563659, val_acc: 0.5369458128078818, train_loss: 0.663668982620145, val_loss: 1.2761418009039216 (35 / 100)
train_acc: 0.7861557478368356, val_acc: 0.6206896551724138, train_loss: 0.5495159976709316, val_loss: 1.23720026119002 (36 / 100)
overfit -> train_accuracy 0.8145859085290482, val_accuracy 0.5615763546798029
lr 0.0018607318301047905, batch 8, decay 1.7502967106330016e-06, gamma 0.09377630828243301, val accuracy 0.6206896551724138, val loss 1.23720026119002 [23 / 50]
-------------------------------------
{'lr': 0.0029061979391119385, 'batch_size': 8, 'weight_decay': 2.7332446184140206e-06, 'gamma': 0.06835018971677514}
train_acc: 0.17676143386897405, val_acc: 0.18226600985221675, train_loss: 1.7724593173440808, val_loss: 1.7333686357648501 (1 / 100)
train_acc: 0.2311495673671199, val_acc: 0.3842364532019704, train_loss: 1.718128320755269, val_loss: 1.62633517692829 (2 / 100)
train_acc: 0.31396786155747836, val_acc: 0.270935960591133, train_loss: 1.628379722460828, val_loss: 1.6635114594633356 (3 / 100)
train_acc: 0.30284301606922126, val_acc: 0.3399014778325123, train_loss: 1.638765165331337, val_loss: 1.5594376102456906 (4 / 100)
train_acc: 0.24351050679851668, val_acc: 0.32019704433497537, train_loss: 1.6997682648919274, val_loss: 1.5467775789974945 (5 / 100)
train_acc: 0.34857849196538937, val_acc: 0.3645320197044335, train_loss: 1.5743643883868996, val_loss: 1.548655273291865 (6 / 100)
train_acc: 0.34857849196538937, val_acc: 0.3497536945812808, train_loss: 1.5273778435621037, val_loss: 1.594111285773404 (7 / 100)
train_acc: 0.3374536464771323, val_acc: 0.39408866995073893, train_loss: 1.53763872289245, val_loss: 1.4706358281262402 (8 / 100)
train_acc: 0.35970333745364647, val_acc: 0.3842364532019704, train_loss: 1.4580923600308828, val_loss: 1.4109316394834095 (9 / 100)
train_acc: 0.33868974042027195, val_acc: 0.3694581280788177, train_loss: 1.5112287361630699, val_loss: 1.4057321548461914 (10 / 100)
train_acc: 0.3584672435105068, val_acc: 0.35960591133004927, train_loss: 1.4356784950228056, val_loss: 1.3180064967113176 (11 / 100)
train_acc: 0.38813349814585907, val_acc: 0.39901477832512317, train_loss: 1.3828456684744401, val_loss: 1.3170717543569104 (12 / 100)
train_acc: 0.4103831891223733, val_acc: 0.3891625615763547, train_loss: 1.3503813127652087, val_loss: 1.2636412728596202 (13 / 100)
train_acc: 0.4042027194066749, val_acc: 0.3842364532019704, train_loss: 1.383470010403797, val_loss: 1.3284662210295353 (14 / 100)
train_acc: 0.40173053152039556, val_acc: 0.43842364532019706, train_loss: 1.3207367534837853, val_loss: 1.2853592270113565 (15 / 100)
train_acc: 0.43757725587144625, val_acc: 0.4088669950738916, train_loss: 1.2910371121428954, val_loss: 1.3166535194284223 (16 / 100)
train_acc: 0.45859085290482077, val_acc: 0.46798029556650245, train_loss: 1.2576196137700593, val_loss: 1.2874132177512634 (17 / 100)
train_acc: 0.48331273176761436, val_acc: 0.4876847290640394, train_loss: 1.1936114223395349, val_loss: 1.167209959382494 (18 / 100)
train_acc: 0.4969097651421508, val_acc: 0.49261083743842365, train_loss: 1.1393758369464662, val_loss: 1.4186653480153952 (19 / 100)
train_acc: 0.511742892459827, val_acc: 0.5221674876847291, train_loss: 1.1214041418139218, val_loss: 1.253816915263096 (20 / 100)
train_acc: 0.5512978986402967, val_acc: 0.4729064039408867, train_loss: 1.0656224632145301, val_loss: 1.407286938775349 (21 / 100)
train_acc: 0.5377008652657602, val_acc: 0.5024630541871922, train_loss: 1.108456841358001, val_loss: 1.1264249074635246 (22 / 100)
train_acc: 0.6081582200247219, val_acc: 0.5024630541871922, train_loss: 0.9443049772708172, val_loss: 1.2151514373976608 (23 / 100)
train_acc: 0.6056860321384425, val_acc: 0.541871921182266, train_loss: 0.9108931570324231, val_loss: 1.169631336122898 (24 / 100)
train_acc: 0.6427688504326329, val_acc: 0.49261083743842365, train_loss: 0.8568918363125568, val_loss: 1.358440437046765 (25 / 100)
train_acc: 0.65389369592089, val_acc: 0.4729064039408867, train_loss: 0.8545815632281404, val_loss: 1.4928603407197398 (26 / 100)
train_acc: 0.6674907292954264, val_acc: 0.5320197044334976, train_loss: 0.7757122983743883, val_loss: 1.1900133722521402 (27 / 100)
train_acc: 0.6971569839307787, val_acc: 0.5073891625615764, train_loss: 0.7635658839429706, val_loss: 1.5107533611687534 (28 / 100)
train_acc: 0.7144622991347342, val_acc: 0.5369458128078818, train_loss: 0.726042172228008, val_loss: 1.3866670061214803 (29 / 100)
train_acc: 0.7367119901112484, val_acc: 0.5320197044334976, train_loss: 0.6769762955725709, val_loss: 1.2228100514177032 (30 / 100)
train_acc: 0.7775030902348579, val_acc: 0.5517241379310345, train_loss: 0.5643139286300602, val_loss: 2.2599713326674964 (31 / 100)
train_acc: 0.7849196538936959, val_acc: 0.5812807881773399, train_loss: 0.5433088040027689, val_loss: 1.9687853928270012 (32 / 100)
train_acc: 0.8244746600741656, val_acc: 0.5812807881773399, train_loss: 0.4339686617420984, val_loss: 1.2827061197440612 (33 / 100)
train_acc: 0.7985166872682324, val_acc: 0.5911330049261084, train_loss: 0.5462895469700892, val_loss: 1.297801498121816 (34 / 100)
train_acc: 0.7985166872682324, val_acc: 0.6403940886699507, train_loss: 0.5342895090211602, val_loss: 1.5876015712474953 (35 / 100)
overfit -> train_accuracy 0.861557478368356, val_accuracy 0.6108374384236454
lr 0.0029061979391119385, batch 8, decay 2.7332446184140206e-06, gamma 0.06835018971677514, val accuracy 0.6403940886699507, val loss 1.5876015712474953 [24 / 50]
-------------------------------------
{'lr': 0.0023072781188235797, 'batch_size': 8, 'weight_decay': 7.284167667666521e-06, 'gamma': 0.01160019768286816}
train_acc: 0.15945611866501855, val_acc: 0.18226600985221675, train_loss: 1.7768359160688516, val_loss: 1.7548265973922654 (1 / 100)
train_acc: 0.19530284301606923, val_acc: 0.270935960591133, train_loss: 1.7646917352275588, val_loss: 1.7331449738864242 (2 / 100)
train_acc: 0.25339925834363414, val_acc: 0.24630541871921183, train_loss: 1.7251762944482019, val_loss: 1.6866704630734297 (3 / 100)
train_acc: 0.32014833127317677, val_acc: 0.2857142857142857, train_loss: 1.652484391027387, val_loss: 1.7023068672330508 (4 / 100)
train_acc: 0.3658838071693449, val_acc: 0.33497536945812806, train_loss: 1.550189320619675, val_loss: 1.5840536590867442 (5 / 100)
train_acc: 0.34487021013597036, val_acc: 0.3891625615763547, train_loss: 1.509372023628433, val_loss: 1.5335485283377135 (6 / 100)
train_acc: 0.35970333745364647, val_acc: 0.35467980295566504, train_loss: 1.5494909398487973, val_loss: 1.56706770006659 (7 / 100)
train_acc: 0.3584672435105068, val_acc: 0.3842364532019704, train_loss: 1.4704049113949091, val_loss: 1.3768440819726202 (8 / 100)
train_acc: 0.34857849196538937, val_acc: 0.37438423645320196, train_loss: 1.4691188279424225, val_loss: 1.3285807664758467 (9 / 100)
train_acc: 0.3992583436341162, val_acc: 0.39901477832512317, train_loss: 1.3757032310712176, val_loss: 1.4119666571100358 (10 / 100)
train_acc: 0.4054388133498146, val_acc: 0.4187192118226601, train_loss: 1.3391771080762112, val_loss: 1.2959345781744407 (11 / 100)
train_acc: 0.3943139678615575, val_acc: 0.3448275862068966, train_loss: 1.3651105676799533, val_loss: 2.052969103963504 (12 / 100)
train_acc: 0.40173053152039556, val_acc: 0.43842364532019706, train_loss: 1.376970255478056, val_loss: 1.2808641717938953 (13 / 100)
train_acc: 0.43139678615574784, val_acc: 0.43349753694581283, train_loss: 1.301651781510069, val_loss: 1.3231148895958962 (14 / 100)
train_acc: 0.4289245982694685, val_acc: 0.3645320197044335, train_loss: 1.2788194594778148, val_loss: 1.4305798264559855 (15 / 100)
train_acc: 0.44252163164400493, val_acc: 0.4482758620689655, train_loss: 1.269626598275636, val_loss: 1.2264380860211226 (16 / 100)
train_acc: 0.4338689740420272, val_acc: 0.458128078817734, train_loss: 1.2218859847013381, val_loss: 1.179009774635578 (17 / 100)
train_acc: 0.47095179233621753, val_acc: 0.42857142857142855, train_loss: 1.2108804442826544, val_loss: 1.3194738256520238 (18 / 100)
train_acc: 0.4956736711990111, val_acc: 0.5221674876847291, train_loss: 1.1737235396989933, val_loss: 1.1712502887096312 (19 / 100)
train_acc: 0.5055624227441285, val_acc: 0.5467980295566502, train_loss: 1.1387499799245073, val_loss: 1.1329333359384772 (20 / 100)
train_acc: 0.511742892459827, val_acc: 0.4729064039408867, train_loss: 1.1179655992203796, val_loss: 1.3608992472658017 (21 / 100)
train_acc: 0.5562422744128553, val_acc: 0.4827586206896552, train_loss: 1.0739189213963758, val_loss: 1.1275334775154227 (22 / 100)
train_acc: 0.5871446229913473, val_acc: 0.5123152709359606, train_loss: 0.9892081003106569, val_loss: 1.3045345374516077 (23 / 100)
train_acc: 0.6131025957972805, val_acc: 0.5270935960591133, train_loss: 0.9427914470618382, val_loss: 1.2434231724057878 (24 / 100)
train_acc: 0.6279357231149567, val_acc: 0.5123152709359606, train_loss: 0.8924176975882098, val_loss: 1.1841049602466265 (25 / 100)
train_acc: 0.6341161928306551, val_acc: 0.5812807881773399, train_loss: 0.8803543399084631, val_loss: 1.0039730715046962 (26 / 100)
train_acc: 0.65389369592089, val_acc: 0.6009852216748769, train_loss: 0.8237845284682417, val_loss: 1.0677986379180635 (27 / 100)
train_acc: 0.6427688504326329, val_acc: 0.5517241379310345, train_loss: 0.8625929446980743, val_loss: 1.0513167592692259 (28 / 100)
train_acc: 0.7033374536464772, val_acc: 0.5566502463054187, train_loss: 0.7710136323983059, val_loss: 1.3369192996342194 (29 / 100)
train_acc: 0.7206427688504327, val_acc: 0.5911330049261084, train_loss: 0.7318596038299674, val_loss: 1.1023932724750687 (30 / 100)
train_acc: 0.7700865265760197, val_acc: 0.541871921182266, train_loss: 0.6069452229182711, val_loss: 1.9227309033201245 (31 / 100)
train_acc: 0.8108776266996292, val_acc: 0.6009852216748769, train_loss: 0.4992860169581636, val_loss: 1.215792609259413 (32 / 100)
train_acc: 0.7898640296662547, val_acc: 0.541871921182266, train_loss: 0.5368217988715626, val_loss: 1.843686254153698 (33 / 100)
train_acc: 0.7898640296662547, val_acc: 0.5763546798029556, train_loss: 0.5378821047923179, val_loss: 1.5734340052299312 (34 / 100)
train_acc: 0.823238566131026, val_acc: 0.6009852216748769, train_loss: 0.4628178663689952, val_loss: 1.2440205650963807 (35 / 100)
train_acc: 0.8504326328800988, val_acc: 0.6009852216748769, train_loss: 0.4133203176986449, val_loss: 1.4320084531906203 (36 / 100)
overfit -> train_accuracy 0.830655129789864, val_accuracy 0.5467980295566502
lr 0.0023072781188235797, batch 8, decay 7.284167667666521e-06, gamma 0.01160019768286816, val accuracy 0.6009852216748769, val loss 1.0677986379180635 [25 / 50]
-------------------------------------
{'lr': 0.0035079185962785435, 'batch_size': 8, 'weight_decay': 5.685388156392595e-06, 'gamma': 0.0022738111103517895}
train_acc: 0.19283065512978986, val_acc: 0.18226600985221675, train_loss: 1.7789069275626146, val_loss: 1.764574199474504 (1 / 100)
train_acc: 0.21508034610630408, val_acc: 0.30049261083743845, train_loss: 1.7559687865826639, val_loss: 1.7351238087480292 (2 / 100)
train_acc: 0.2311495673671199, val_acc: 0.3497536945812808, train_loss: 1.7206655762840997, val_loss: 1.6301956217864464 (3 / 100)
train_acc: 0.311495673671199, val_acc: 0.3054187192118227, train_loss: 1.6318047789324936, val_loss: 1.5658517136362387 (4 / 100)
train_acc: 0.1965389369592089, val_acc: 0.18226600985221675, train_loss: 1.7745300809886164, val_loss: 1.769744238242727 (5 / 100)
train_acc: 0.207663782447466, val_acc: 0.2857142857142857, train_loss: 1.7574852809623087, val_loss: 1.6868952489251574 (6 / 100)
train_acc: 0.24351050679851668, val_acc: 0.2660098522167488, train_loss: 1.723187285094385, val_loss: 1.6128216752865043 (7 / 100)
train_acc: 0.2521631644004944, val_acc: 0.270935960591133, train_loss: 1.6787600022163909, val_loss: 1.7396973148355344 (8 / 100)
train_acc: 0.2978986402966625, val_acc: 0.33497536945812806, train_loss: 1.5989914977801007, val_loss: 1.5373792824486794 (9 / 100)
train_acc: 0.3473423980222497, val_acc: 0.3694581280788177, train_loss: 1.4631704862686554, val_loss: 1.4396354470934187 (10 / 100)
train_acc: 0.3572311495673671, val_acc: 0.37438423645320196, train_loss: 1.4757342239834912, val_loss: 1.380815541802956 (11 / 100)
train_acc: 0.35599505562422745, val_acc: 0.3694581280788177, train_loss: 1.435290218725782, val_loss: 1.3496002587191578 (12 / 100)
train_acc: 0.3831891223733004, val_acc: 0.4187192118226601, train_loss: 1.387646059760057, val_loss: 1.3316836474564275 (13 / 100)
train_acc: 0.3930778739184178, val_acc: 0.3694581280788177, train_loss: 1.3698351993254294, val_loss: 1.3074515928775805 (14 / 100)
train_acc: 0.4054388133498146, val_acc: 0.42857142857142855, train_loss: 1.3536481995812453, val_loss: 1.280914823409959 (15 / 100)
train_acc: 0.4252163164400494, val_acc: 0.2955665024630542, train_loss: 1.3520545325850968, val_loss: 1.589407459268429 (16 / 100)
train_acc: 0.40667490729295425, val_acc: 0.4236453201970443, train_loss: 1.3419236117151965, val_loss: 1.2345539031944839 (17 / 100)
train_acc: 0.47342398022249693, val_acc: 0.5024630541871922, train_loss: 1.2070070942783238, val_loss: 1.1838192769459315 (18 / 100)
train_acc: 0.4511742892459827, val_acc: 0.4729064039408867, train_loss: 1.2412311809761416, val_loss: 1.2030376871231154 (19 / 100)
train_acc: 0.4684796044499382, val_acc: 0.46798029556650245, train_loss: 1.1893159544512133, val_loss: 1.1996853087335972 (20 / 100)
train_acc: 0.4746600741656366, val_acc: 0.4482758620689655, train_loss: 1.1755101545190045, val_loss: 1.2303248843536 (21 / 100)
train_acc: 0.5278121137206427, val_acc: 0.46798029556650245, train_loss: 1.1123901831057517, val_loss: 1.220387641725869 (22 / 100)
train_acc: 0.5834363411619283, val_acc: 0.47783251231527096, train_loss: 1.0563054093619064, val_loss: 1.1622239087015538 (23 / 100)
train_acc: 0.453646477132262, val_acc: 0.43349753694581283, train_loss: 1.3174339728832833, val_loss: 1.2896803564626007 (24 / 100)
train_acc: 0.5525339925834364, val_acc: 0.5320197044334976, train_loss: 1.0557203555136587, val_loss: 1.2556604558023914 (25 / 100)
train_acc: 0.5611866501854141, val_acc: 0.5024630541871922, train_loss: 1.0242469045523512, val_loss: 1.1689078056166324 (26 / 100)
train_acc: 0.6242274412855378, val_acc: 0.5073891625615764, train_loss: 0.897352307334966, val_loss: 1.2076455812736098 (27 / 100)
train_acc: 0.6328800988875154, val_acc: 0.5615763546798029, train_loss: 0.8589702558753223, val_loss: 1.3113876540085365 (28 / 100)
train_acc: 0.6316440049443758, val_acc: 0.5467980295566502, train_loss: 0.8927673214887659, val_loss: 1.0918800008708034 (29 / 100)
train_acc: 0.6749072929542645, val_acc: 0.5221674876847291, train_loss: 0.8138337085214622, val_loss: 1.1312058852811164 (30 / 100)
train_acc: 0.7058096415327565, val_acc: 0.4975369458128079, train_loss: 0.7143559794785508, val_loss: 1.320732008647449 (31 / 100)
train_acc: 0.7169344870210136, val_acc: 0.5812807881773399, train_loss: 0.7105614156157184, val_loss: 1.3705782090208214 (32 / 100)
train_acc: 0.7243510506798516, val_acc: 0.5812807881773399, train_loss: 0.7618082492106925, val_loss: 1.0803721321040187 (33 / 100)
train_acc: 0.7750309023485785, val_acc: 0.5467980295566502, train_loss: 0.5866709191660651, val_loss: 2.214858304984464 (34 / 100)
train_acc: 0.7861557478368356, val_acc: 0.5862068965517241, train_loss: 0.5739294993420614, val_loss: 1.437114764316916 (35 / 100)
overfit -> train_accuracy 0.8084054388133498, val_accuracy 0.5467980295566502
lr 0.0035079185962785435, batch 8, decay 5.685388156392595e-06, gamma 0.0022738111103517895, val accuracy 0.5862068965517241, val loss 1.437114764316916 [26 / 50]
-------------------------------------
{'lr': 0.0025108773912956702, 'batch_size': 8, 'weight_decay': 2.6449675595585823e-05, 'gamma': 0.0029772463579610525}
train_acc: 0.17676143386897405, val_acc: 0.18226600985221675, train_loss: 1.7721511300915693, val_loss: 1.7445795119102365 (1 / 100)
train_acc: 0.22867737948084055, val_acc: 0.30049261083743845, train_loss: 1.7353641111564873, val_loss: 1.6800237964526774 (2 / 100)
train_acc: 0.2880098887515451, val_acc: 0.3251231527093596, train_loss: 1.6704204747055016, val_loss: 1.5991218236866842 (3 / 100)
train_acc: 0.28182941903584674, val_acc: 0.3793103448275862, train_loss: 1.6566997006148727, val_loss: 1.5119047035724658 (4 / 100)
train_acc: 0.3337453646477132, val_acc: 0.3448275862068966, train_loss: 1.5679452176147102, val_loss: 1.5072807284998777 (5 / 100)
train_acc: 0.33250927070457353, val_acc: 0.3251231527093596, train_loss: 1.6068736496018834, val_loss: 1.4845648868917831 (6 / 100)
train_acc: 0.34610630407911, val_acc: 0.3694581280788177, train_loss: 1.5341086134185602, val_loss: 1.445332958780486 (7 / 100)
train_acc: 0.36341161928306553, val_acc: 0.3399014778325123, train_loss: 1.4646449065473672, val_loss: 1.418408327501983 (8 / 100)
train_acc: 0.3572311495673671, val_acc: 0.31527093596059114, train_loss: 1.4367049129401208, val_loss: 1.7649051943436045 (9 / 100)
train_acc: 0.3374536464771323, val_acc: 0.4187192118226601, train_loss: 1.4500503333743628, val_loss: 1.3957021007396904 (10 / 100)
train_acc: 0.38936959208899874, val_acc: 0.4088669950738916, train_loss: 1.3929940686090325, val_loss: 1.2930242780394154 (11 / 100)
train_acc: 0.3856613102595797, val_acc: 0.39408866995073893, train_loss: 1.3624251469398754, val_loss: 1.2531027811501414 (12 / 100)
train_acc: 0.4103831891223733, val_acc: 0.3842364532019704, train_loss: 1.3032577273577488, val_loss: 1.469181581083777 (13 / 100)
train_acc: 0.411619283065513, val_acc: 0.458128078817734, train_loss: 1.293190688815783, val_loss: 1.2113596106984932 (14 / 100)
train_acc: 0.4388133498145859, val_acc: 0.5024630541871922, train_loss: 1.26046054487028, val_loss: 1.2110509029750167 (15 / 100)
train_acc: 0.449938195302843, val_acc: 0.43842364532019706, train_loss: 1.2599065224231394, val_loss: 1.2213087093653938 (16 / 100)
train_acc: 0.4969097651421508, val_acc: 0.4729064039408867, train_loss: 1.1969147521279504, val_loss: 1.2434468286965281 (17 / 100)
train_acc: 0.48331273176761436, val_acc: 0.43349753694581283, train_loss: 1.1499874255860545, val_loss: 1.374954334033534 (18 / 100)
train_acc: 0.46600741656365885, val_acc: 0.5073891625615764, train_loss: 1.1655911472436082, val_loss: 1.18171253286559 (19 / 100)
train_acc: 0.5166872682323856, val_acc: 0.46798029556650245, train_loss: 1.1218756757059558, val_loss: 1.2556255847362463 (20 / 100)
train_acc: 0.5587144622991347, val_acc: 0.5073891625615764, train_loss: 1.1197600741910994, val_loss: 1.1011500446667224 (21 / 100)
train_acc: 0.5500618046971569, val_acc: 0.5073891625615764, train_loss: 1.0266094268178763, val_loss: 1.0541836968783675 (22 / 100)
train_acc: 0.584672435105068, val_acc: 0.5073891625615764, train_loss: 0.9469535761916887, val_loss: 1.3052393479887487 (23 / 100)
train_acc: 0.6007416563658838, val_acc: 0.5369458128078818, train_loss: 0.9451474029437279, val_loss: 1.1300956374905966 (24 / 100)
train_acc: 0.6205191594561187, val_acc: 0.4975369458128079, train_loss: 0.916015000808961, val_loss: 1.2766281900734737 (25 / 100)
train_acc: 0.6674907292954264, val_acc: 0.5369458128078818, train_loss: 0.8561397360635482, val_loss: 1.1398319973440594 (26 / 100)
train_acc: 0.6674907292954264, val_acc: 0.458128078817734, train_loss: 0.8378391481005807, val_loss: 2.966650206467201 (27 / 100)
train_acc: 0.630407911001236, val_acc: 0.5517241379310345, train_loss: 0.9175862293455598, val_loss: 1.2179491537545115 (28 / 100)
train_acc: 0.7119901112484549, val_acc: 0.5221674876847291, train_loss: 0.7173220427575601, val_loss: 1.611422881704246 (29 / 100)
train_acc: 0.7601977750309024, val_acc: 0.541871921182266, train_loss: 0.618654829315261, val_loss: 1.53024983934581 (30 / 100)
train_acc: 0.73053152039555, val_acc: 0.5172413793103449, train_loss: 0.6599938204910316, val_loss: 1.5666146843597806 (31 / 100)
train_acc: 0.73053152039555, val_acc: 0.5665024630541872, train_loss: 0.6342955835080707, val_loss: 1.2265549724912408 (32 / 100)
train_acc: 0.8145859085290482, val_acc: 0.5763546798029556, train_loss: 0.46860835107206855, val_loss: 1.581136313565259 (33 / 100)
train_acc: 0.8195302843016069, val_acc: 0.5862068965517241, train_loss: 0.43740767233156597, val_loss: 2.195527244671225 (34 / 100)
train_acc: 0.7812113720642769, val_acc: 0.5763546798029556, train_loss: 0.6020514129560869, val_loss: 1.3509970551053878 (35 / 100)
train_acc: 0.7898640296662547, val_acc: 0.5566502463054187, train_loss: 0.5849263682795691, val_loss: 1.8188588454805572 (36 / 100)
overfit -> train_accuracy 0.8454882571075402, val_accuracy 0.5763546798029556
lr 0.0025108773912956702, batch 8, decay 2.6449675595585823e-05, gamma 0.0029772463579610525, val accuracy 0.5862068965517241, val loss 2.195527244671225 [27 / 50]
-------------------------------------
{'lr': 0.0011230697132414082, 'batch_size': 8, 'weight_decay': 6.876236641162592e-05, 'gamma': 0.0013061543344017107}
train_acc: 0.1915945611866502, val_acc: 0.2413793103448276, train_loss: 1.780601174928644, val_loss: 1.7599981471235528 (1 / 100)
train_acc: 0.1903584672435105, val_acc: 0.19704433497536947, train_loss: 1.7571258519871715, val_loss: 1.7410241764754497 (2 / 100)
